"Professor_ID","Professor_Name","Role","University","Department","Previous_Education_1_Programme","Previous_Education_1_Institution","Previous_Education_1_Year","Previous_Education_2_Programme","Previous_Education_2_Institution","Previous_Education_2_Year","Previous_Education_3_Programme","Previous_Education_3_Institution","Previous_Education_3_Year","Previous_Education_4_Programme","Previous_Education_4_Institution","Previous_Education_4_Year","Previous_Education_5_Programme","Previous_Education_5_Institution","Previous_Education_5_Year","Total_Publications"
208403,"Dr Devleena Majumdar","Assistant Professor (Grade-I)","Victoria Institution","Economics","Ph.D","Center for Studies in Social Sciences, Calcutta",2017,,,,,,,,,,,,,12
216660,"Dr Devleena Majumdar","Assistant Professor","St. Xavier's University, Kolkata","Economics","PhD","Center for Studies in Social Sciences, Calcutta",2017,,,,,,,,,,,,,6
115108,"Dr Dhanashri Jayant Mahajan","Professor","Dr. Babasaheb Ambedkar Marathwada University","Department of Economics","Ph.D","Dr. Babasaheb Ambedkar Marathwada University",1993,,,,,,,,,,,,,
427024,"Dr Dhanya K","Assistant Professor (Grade-II)","M.E.S Asmabi College","Economics","PH.D IN ECONOMICS","University of Calicut",2020,,,,,,,,,,,,,
184274,"Dr Dhara Vaghadia","Assistant Professor","Gujarat Vidyapith","Department of Rural Economics","PhD","Gujarat Vidyapith, Ahmedabad",2011,,,,,,,,,,,,,6
309887,"Dr Dipa Sinha","Assistant Professor","Dr. B. R. Ambedkar University","School of Liberal Studies","PhD","Jawaharlal Nehru University",2013,,,,,,,,,,,,,21
355298,"Dr Dipali Chinchwade","Assistant Professor","Pune Zilha Shikshan Prasarak Mandals Baburaoji Gholap Mahavidyalaya Arts, Science & Commerce,Sangavi, Pune 27","Economics","Ph.D","Savitribai Phule Pune University",2022,"SET","Savitribai Phule Pune University",2018,"M.phil","Savitribai Phule Pune University",2015,"MA","Savitribai Phule Pune University",2010,,,,
288968,"Dr Dipparna Jana","Assistant Professor (Grade-I)","St. Xavier's University, Kolkata","Xavier Law School","Ph.D","Centre for Studies in Social Science Calcutta",2020,"M.Phil","Institute of Development Studies Kolkata",2013,"M.Sc","University of Calcutta",2009,"B.Sc","University of Calcutta",2007,,,,7
108884,"Dr Dipti Sharma","Associate Professor","Malaviya National Institute of Technology Jaipur","Department of Humanities and Social Science","Ph.D","University of Rajasthan",2000,"MA","University of Rajasthan",1989,,,,,,,,,,15
211301,"Dr Diptimayee Mishra","Assistant Professor","Berhampur University","Department of Economics","Ph.D","Indian Institute of Technology Bhubaneswar",2015,,,,,,,,,,,,,8
369876,"Dr Disha Gupta","Assistant Professor","Indira Gandhi Institute of Development Research","IGIDR","Ph.D","Delhi School of Economics, University of Delhi",2022,,,,,,,,,,,,,5
325930,"Dr Diti Goswami","Assistant Professor","Narsee Monjee Institute of Management Studies, Mumbai","Department of Economics","PhD","Indian Institute of Technology, Delhi",,,,,,,,,,,,,,
116943,"Dr Divya Pradeep","Associate Professor","Christ University","Department of Economics","PhD","Mahatma Gandhi University, Kottayam",2015,,,,,,,,,,,,,8
255231,"Dr Dona Ghosh","Assistant Professor","Thiagarajar School of Management","Economics","PhD","Indian Institute of Technology, Kharagpur",2019,,,,,,,,,,,,,9
264410,"Dr Doraswami Kirthi","Associate Professor","Womens Christian College","Corporate Economics","PhD","",,,,,,,,,,,,,,
277758,"Dr Dr SANGEETA  TIWARI ","Assistant Professor","Dayanand Anglo-Vedic (PG) College, Kanpur","Economics","Phd","Kannur University",2006,,,,,,,,,,,,,
285180,"Dr Durkaprasad Uma","Associate Professor","Ethiraj College for Women, Chennai","Department of Economics","PhD","",,,,,,,,,,,,,,
227486,"Dr Dweepobotee Brahma","Assistant Professor (Grade-II)","Indian Institute of Technology Jodhpur","School of Artificial Intelligence and Data Science (AIDE)","Ph.D.","Western Michigan University",2019,"M.A.","SUNY Buffalo",2015,"M.Sc.","Calcutta University",2013,"B.Sc.","Calcutta University",2011,,,,1
103265,"Dr E Thelma","Assistant Professor","Bishop Heber College, Tiruchirappalli","Department of Economics","Ph.D","Bharathidasan University",2017,,,,,,,,,,,,,
138515,"Dr Elena  Philip","Assistant Professor","St Aloysius Evening College","Department of Economics","PhD","",,,,,,,,,,,,,,
152580,"Dr Emil Mathew","Assistant Professor","Indian Maritime University","School of Maritime Management","PhD","Institute for Social and Economic Change, Bangalore",2009,,,,,,,,,,,,,
325436,"Dr Esha Khanna","Assistant Professor","Narsee Monjee Institute of Management Studies, Mumbai","Department of Economics","PhD","Punjab University",,,,,,,,,,,,,,
412639,"Dr Esther Rani Henry","Assistant Professor","Bishop Heber College, Tiruchirappalli","Department of Economics","PhD","Bharathidasan University, Tiruchirappalli",2017,,,,,,,,,,,,,
395541,"Dr F Merlin Kokila","Assistant Professor","Holy Cross College, Tiruchirappalli","Department of Economics","Ph.D","Bharathidasan University",2020,,,,,,,,,,,,,
122593,"Prof Farzana Afridi","Professor","Indian Statistical Institute","Economics and Planning Unit (EPU)","Ph.D.","",,,,,,,,,,,,,,17
337999,"Dr Feba David","Assistant Professor","Christ University","Department of Economics","Ph.D","University of Hyderabad",2021,,,,,,,,,,,,,1
48788,"Dr Firdaus Fatima Rizvi","Associate Fellow","Council for Social Development","","Ph.D","University of Allahabad, Allahabad",2005,,,,,,,,,,,,,3
469677,"Dr Florence M A","Assistant Professor","St. Michaels College, Cherthala","Department of Economics","PhD","",,,,,,,,,,,,,,1
281530,"Dr Florin Shelomith Soans","Assistant Professor","St Aloysius (Deemed to be University), Mangaluru","Department of Economics","M.A. in Economics ,KSET, M.Phil from Hampi University and PhD","Mangalore University",2020,,,,,,,,,,,,,
395530,"Dr Fouzia Kousar","Assistant Professor","Holy Cross College, Tiruchirappalli","Department of Economics","Ph.D","Holy Cross College, Tiruchirappalli",2020,,,,,,,,,,,,,
207270,"Dr G Angala Eswari","Assistant Professor","The Madura College, Madurai","Department of Economics","Ph.D","",,,,,,,,,,,,,,1
62542,"Dr G Mythili","Professor","Indira Gandhi Institute of Development Research","IGIDR","Ph.D.","University of Madras",1989,,,,,,,,,,,,,10
285115,"Dr G Neelavathy","Assistant Professor","Ethiraj College for Women, Chennai","Department of Economics","PhD","",,,,,,,,,,,,,,
444753,"Dr G Radhika","Associate Professor","Ethiraj College for Women, Chennai","Department of Economics","Ph.D","University of Madras",2012,,,,,,,,,,,,,5
102164,"Dr G Uma","Associate Professor","Fatima College","The Research Centre of Economics","Ph.D","Madurai Kamraj University",2008,,,,,,,,,,,,,
174675,"Dr GEETHA BALASUBRAMANIAN K","Assistant Professor","Nirmala College for Women, Coimbatore","Economics","Ph.D","Sri G.V.G.Visalakshi College for Women",2019,,,,,,,,,,,,,1
90583,"Dr Gadwale H H","Associate Professor","Karnatak University, Dharwad","Department of Economics","Ph.D","",,,,,,,,,,,,,,
466299,"Dr Gagari Chakrabarti","Professor","Presidency University, Kolkata","Economics","Ph.D.","University of Calcutta",2007,"M.Phil","University of Calcutta",2001,"M.Sc","University of Calcutta",1998,,,,,,,29
204665,"Dr Gajalakshmi N","Associate Professor","Shrimathi Devkunvar Nanalal Bhatt Vaishnav College for Women","BA.Economics(Aided)",,,,,,,,,,,,,,,,
320820,"Dr Gayatri Goswami","Professor","Gauhati University","Department of Economics","PhD","",,,,,,,,,,,,,,1
477196,"Dr Geeta Rani","Assistant Professor","Raghunath Girls College","Economics","Ph.D.","C.C.S. University, Meerut",2008,,,,,,,,,,,,,3
312635,"Prof Geetanjali  Pabreja","Assistant Professor","Satish Chander Dhawan Government College","Economics","Mphil","Kurukshetra University, Kurukshetra",2001,,,,,,,,,,,,,
319127,"Dr Geetanjali Chauhan","Assistant Professor","Charutar Vidya Mandal University (CVM University)","S.G.M. ENGLISH MEDIUM COLLEGE OF COMMERCE AND MANAGEMENT (SEMCOM)","PhD","Gujarat University",2018,"M Phill","Gujarat University",2007,"LLB","Gujarat University",2005,"BEd","Gujarat University",2004,"MA (Econometrics)","Gujarat University",2002,16
184462,"Dr Geetanjali Diwani","Assistant Professor","Kristu Jayanti College","Department of Economics","PhD","CMR UNIVERSITY, BANGALORE",2019,,,,,,,,,,,,,1
345161,"Dr Geethamani J","Assistant Professor","Sri S. Ramasamy Naidu Memorial College","Department of Economics","PhD","Bharathiar University",2019,,,,,,,,,,,,,
228173,"Dr Geetilaxmi Mohapatra","Associate Professor","Birla Institute of Technology and Science, Pilani","Department of Economics and Finance","Ph.D","Utkal University",2006,,,,,,,,,,,,,28
270851,"Dr Girija Bi T","Assistant Professor","Jayaraj Annapackiam College for Women","History","PhD","Manonmaniam Sundaranar University, Tirunelveli",2012,,,,,,,,,,,,,15
504533,"Dr Gitanjali Sen","Associate Professor","Shiv Nadar University, Greater Noida","Economics","Ph.D","University of Missouri - Columbia",2003,,,,,,,,,,,,,9
95671,"Dr Greeshma Manoj","Associate Professor","Christ University","Department of Economics","Ph.D","Mahathma Gandhi University",2016,,,,,,,,,,,,,12
103266,"Dr H Esther Rani","Assistant Professor","Bishop Heber College, Tiruchirappalli","Department of Economics","Ph.D","Bharathidasan University",2017,,,,,,,,,,,,,
173481,"Dr HARVINDER  KAUR","Assistant Professor - Selection Grade","Sanatan Dharma College, Ambala Cantt","ECONOMICS",,,,,,,,,,,,,,,,
210463,"Prof Halima Sadia Rizvi","Professor","Jamia Millia Islamia","Department of Economics","PhD","Goa University, Goa",1998,,,,,,,,,,,,,
51805,"Dr Haripriya Gundimeda","Professor","Indian Institute of Technology Bombay","Department of Humanities and Social Sciences","Ph.D","Indira Gandhi Institute of Development Research, Mumbai",,,,,,,,,,,,,,34
112966,"Prof Harsh Gandhar","Professor","Panjab University, Chandigarh","University School of Open Learning","Ph.D","Panjab University, Chandigarh",,,,,,,,,,,,,,2
427548,"Dr Haseena V A","Assistant Professor","M.E.S Asmabi College","Department of Economics","Dlitt","South American University",2020,"PDF","ICSSR",2018,"M.ed","MG University",2010,"PhD","Cochin University of Science and technology",2008,"Bed","Farook College",2003,19
202120,"Prof Hebatallah  Adam","Associate Professor","O P Jindal Global University","Jindal School of International Affairs","Ph.D.","Ain Shams University, Cairo - Egypt",2014,"Master","Ain Shams University, Cairo - Egypt",2008,"Master","IAE de Paris - Paris1-Panthéon - Sorbonne University, France.",2005,"Bachelor","Poitiers University, Poitiers, France.",2002,"Bachelor","Ain Shams University, Cairo - Egypt",2002,16
56217,"Dr Hema Swaminathan","Associate Professor","Indian Institute of Management, Bangalore","Centre for Public Policy","Ph.D","The Pennsylvania State University, USA",,,,,,,,,,,,,,66
90557,"Dr Hemalatha D","Assistant Professor","Annamalai University","Department of Economics","Ph.D","",,,,,,,,,,,,,,
97137,"Dr Hemalatha Ramakrishnan","Associate Professor","Christ University","School of Business and Management","MBA","Bharathiar University",2015,"Ph.D","Bangalore University",2010,,,,,,,,,,44
384135,"Dr Hemasrikumar Shiva","Associate Professor","Providence College for Women","Department of Economics","PhD","Bharathiyar university",2010,,,,,,,,,,,,,
93477,"Dr Hemlata Manglani","Assistant Professor","Central University of Rajasthan","Department of Economics","PhD","M.D.S. University Ajmer",2014,,,,,,,,,,,,,
285095,"Dr Hima Bindu","Head of the Department","Ethiraj College for Women, Chennai","Department of Economics","Phd","Ethiraj College for Women, Affialiated to University of Madras",2011,,,,,,,,,,,,,10
41663,"Dr Hina A Sidhu","Professor","Gujarat University","Department of Economics","Ph.D","",1988,,,,,,,,,,,,,
523924,"Dr INDRILA GUHA","Principal","Basanti Devi College","Economics","Ph.D","Jadavpur University",2002,"M.Phil","Jadavpur University",1992,"M.A","Jadavpur University",1989,,,,,,,
236926,"Dr Ila Arora","Assistant Professor","IFTM University","School of Business Management","Ph.D.","M. J. P. Rohilkhand University",2010,,,,,,,,,,,,,
60846,"Dr Ila Patnaik","Professor","National Institute of Public Finance and Policy (NIPFP)","Department of Economic Affairs, Ministry of Finance","Ph.D. (Economics)","University of Surrey, U.K",1996,,,,,,,,,,,,,25
252527,"Prof Indrani Gupta","Professor","Institute of Economic Growth","Health Policy Research Unit","Ph.D","University of Maryland",1992,,,,,,,,,,,,,62
193481,"Dr Indrani Sengupta","Assistant Professor","Dr. B. C. Roy Engineering College, Durgapur","Department of Business Administration","Ph.D","The University of Burdwan",2017,,,,,,,,,,,,,181
114275,"Dr Indu Bala","Associate Professor","Panjab University, Chandigarh","Department of Economics","Ph.D","Panjab University, Chandigarh",,,,,,,,,,,,,,
325952,"Dr Indu Grewal","Assistant Professor","Narsee Monjee Institute of Management Studies, Mumbai","Department of Economics","PhD","Punjabi University",,,,,,,,,,,,,,
79281,"Dr Indukuri Annapurna","Associate Professor","Chinthalapati Satyavathi Devi St. Theresas College For Women, Eluru","Department of Economics","Ph.D","Osmania University",1993,,,,,,,,,,,,,29
110002,"Prof Inu Mehta","Professor","Banaras Hindu University","MMV Section of Economics","Ph.D","",,,,,,,,,,,,,,
53425,"Dr. Ira Das","Associate Professor","Pragjyotish College","Department of Economics","Ph.D.","Indian Institute of Technology Guwahati, Assam",2012,,,,,,,,,,,,,
359032,"Dr Ishita Datta Ray","Associate Professor","iLEAD Institute of Leadership Entrepreneurship and Development 289","Management Studies","PhD","Jadavpur University",2005,,,,,,,,,,,,,
277703,"Dr Ishita Dutt","Assistant Professor","Symbiosis International University","Department of Management","PhD","Symbiosis International University",2016,,,,,,,,,,,,,10
277089,"Dr Ishita Ghosh","Assistant Professor","Symbiosis International University","Department of Humanities and Social Sciences","Ph.D","University of Pune",2017,,,,,,,,,,,,,11
126911,"Dr Ishita Tripathi","Assistant Professor","Ahmedabad University","Amrut Mody School of Management","Ph.D","Louisiana State University, USA",2019,,,,,,,,,,,,,
121952,"Dr Ishita  Mukhopadhyay","Professor","Calcutta University","Department of Economics","Ph.D","University of Calcutta",,,,,,,,,,,,,,11
200375,"Dr J . Devika Rani","Assistant Professor","Mannar Thirumalai Naicker College, Madurai","Department of Economics","Ph.D","The Madura College, Madurai",2016,,,,,,,,,,,,,3
308742,"Dr J V Meenakshi ","Professor","University of Delhi","Department of Economics","PhD","",,,,,,,,,,,,,,
100550,"Dr J Vasantha Arockiaselvi","Assistant Professor","St. Josephs College","Department of Economics","PhD","",,,,,,,,,,,,,,
184958,"Dr J. Sahaya Mary Christina","Assistant Professor (Grade-I)","Sri Paramakalyani College","Economics","Ph.D","Manonmaniam Sundaranar University",2015,"MSW","Annamalai University",2010,"M.Phil","Madurai Kamaraj Univeristy",2004,"M.A","Annamalai University",1999,,,,11
404411,"Prof J. V. Meenakshi","Professor","Indraprastha Institute of Information Technology","Department of Social Sciences and Humanities","PhD","Cornell University, Ithaca, US",1991,,,,,,,,,,,,,47
392645,"Dr J.Sugantham Parimala","Academic Coordinator","The Madurai Diraviyam Thayumanavar Hindu College","Department of Economics","Ph. D","Manonmaniam Sundaranar University",2017,,,,,,,,,,,,,1
382906,"Dr JADHAV JAYASHRI","Assistant Professor","N.D.M.V.P.Samajs Arts,Science and Commerce College, Deolali Camp, Dist.Nashik 422401","Economics","M.A.,B.Ed.,M.Phil, Ph.D.","N.D.M.V.P.Samajs Arts,Science and Commerce College, Deolali Camp, Dist.Nashik 422401,Nashik",2013,,,,,,,,,,,,,4
335143,"Dr JAYSHRI DIGHE","Assistant Professor","Arts Science And Commerce College, Rahata","Economics","Ph.D","Savitribai Phule Pune Unvirsity Pune",2013,,,,,,,,,,,,,10
414122,"Dr JEYASRI USHA NANTHINIDEVI. C","Assistant Professor","Arignar Anna Government Arts College, NAMAKKAL","Economics","Ph.D with SET","Manonmaniam Sundaranar University",2017,,,,,,,,,,,,,1
255261,"Dr JYOTI KUMARI  SHARMA ","Assistant Professor (Grade-I)","Balurghat College","Economics","Ph.D","RAIGANJ UNIVERSITY",2021,,,,,,,,,,,,,10
213176,"Dr Jabeen Ara Begum","Associate Professor","Justice Basheer Ahmed Sayeed College for Women","Department of Economics","Ph.D","",,,,,,,,,,,,,,
248411,"Dr Jagrati B Deshmanya","Administrative Officer","University of Agricultural Sciences Raichur","Department of Agricultural Economics",,,,,,,,,,,,,,,,1
377528,"Dr Jaimol James","Assistant Professor","St. Dominics College,Kanjirappally","ECONOMICS","PhD","Mahatma Gandhi University, Kerala",2017,"MPhil","Mahatma Gandhi University, Kerala",2006,"BEd","Mahatma Gandhi University, Kerala",1997,"M A","Mahatma Gandhi University, Kerala",1996,,,,6
285106,"Dr Jamuna Rani","Assistant Professor","Ethiraj College for Women, Chennai","Department of Economics","PhD","",,,,,,,,,,,,,,
435063,"Dr Jamuna Rani","Assistant Professor","Ethiraj College for Women, Chennai","Department of Economics","Ph.D","Ethiraj College for Women, Chennai",2018,,,,,,,,,,,,,1
95118,"Dr Janagam D","Professor","Periyar University","Department of Economics","Ph.D","University of Madras",2005,,,,,,,,,,,,,23
100366,"Dr Jasmine Jasmine","Assistant Professor","The American College","Department of Economics","Ph.D","Madurai Kamaraj University",2015,,,,,,,,,,,,,6
322293,"Dr Jasmine Joshi","Dean","Kalinga University","Faculty of Commerce and Management","Ph.D","MATS University",2022,"D.EL.ED","NIOS",2019,"M phil","Dr. C.V. Raman University",2017,"MBA","IGNOU",2014,"MCOM","Durga Mahavidyalaya",2011,5
299821,"Dr Jasminedeporal GD","Assistant Professor","PSGR Krishnammal College for Women","B.A. Economics (Aided)","Ph.D In Economics","Avinashilingam Institute for Home Science and Higher Education for Women",2021,,,,,,,,,,,,,
324008,"Dr Jaya Kumari Pandey","Assistant Professor","Rajendra College, Chapra","Department of Economics","Ph.D.","Banaras Hindu University",2013,"M.A.","Rajendra College",2009,,,,,,,,,,
98570,"Dr Jayanthi Govindaraju","Assistant Professor","PSG College of Arts and Science","Department of Economics","Ph.D","Bharathiar University",2014,,,,,,,,,,,,,9
439398,"Dr Jayanthi S","Assistant Professor","National College","Department of Economics",,,,,,,,,,,,,,,,
42572,"Dr. Jayashree Ravi Upadhye","Professor","M. C. E. Society’s Abeda Inamdar Senior College of Arts, Science and Commerce","Economics","B.A. (Economics) (1991), M.A. (Economics) (1993), SET (1998), Ph. D (2006), PGDBM (2011)","gujarat university",1993,,,,,,,,,,,,,
56893,"Dr Jayati   Srivastava","Professor","Jawaharlal Nehru University","Centre for International Politics, Organisation and Disarmament","Ph.D","Jawaharlal Nehru University",,,,,,,,,,,,,,7
383149,"Dr Jayati Chakraborty","Associate Professor","Sreegopal Banerjee College","Department of Economics","PhD","",,,,,,,,,,,,,,
56884,"Dr Jayati Ghosh","Professor","Jawaharlal Nehru University","Centre for Economic Studies and Planning","Ph.D","University of Cambridge",1983,,,,,,,,,,,,,107
16409,"Dr Jayati Sarkar ","Professor","Indira Gandhi Institute of Development Research","IGIDR","Ph.D.","University of Southern California",1993,,,,,,,,,,,,,25
509468,"Dr Jayeeta Deshmukh","Assistant Professor","Presidency University, Kolkata","Department of Economics","Ph. D.","Jadavpur University",2018,,,,,,,,,,,,,
460041,"Dr Jayita Bit","Assistant Professor","St. Xavier's College (Autonomous), Kolkata","Post-Graduate and Research Department of Commerce","Ph.D.","University of Calcutta",2015,,,,,,,,,,,,,1
263874,"Dr Jean Maria George","Assistant Professor (Grade-I)","Christ College, Irinjalakuda","Economics","Ph.D","Mahatma Gandhi University, Kottayam",2022,"MA","St Berchmans College (Autonomous), Changanaserry, Kerala 686101",2014,"B A","MAR IVANIOS COLLEGE, TRIVANDRUM",2012,,,,,,,5
126913,"Dr Jeemol Unni","Professor","Ahmedabad University","Amrut Mody School of Management","Ph.D","Gujarat University",1989,,,,,,,,,,,,,35
277712,"Dr Jekka Chandrasekaran Sharmiladevi","Assistant Professor (Grade-II)","SYMBIOSIS Centre for Management Studies, Pune","Symbiosis Centre for Management Studies","Ph.D","Bharathiar University, Coimbatore",2016,"M.Phil","Madurai Kamraj University",2008,"MBA","Madurai Kamaraj University",2008,"M.A","Fatima College",1996,,,,13
396670,"Dr Jessy Thomas","Associate Professor","Mar Ivanios College (Autonomous), Thiruvananthapuram","Department of Analytical Economics","PhD","",,,,,,,,,,,,,,
356313,"Dr Jeyalakshmi S","Assistant Professor","Rani Anna Government College for Women, Tirunelveli","Department of Economics","Ph.D","Manonmaniam Sundaranar University",2010,,,,,,,,,,,,,3
112197,"Dr Jeyanthi K","Assistant Professor","Thiagarajar College of Engineering","Economics","Ph.D","",,,,,,,,,,,,,,
438249,"Dr Jeyanthi K","Assistant Professor","Thiagarajar College, Madurai","Department of Economics","Ph.D.,","Thiagarajar College, Madurai",2012,"M.Phil.,","The American College",2008,"M.A.,","Thiagarajar College, Madurai",2006,"B.A","Fatima College",2004,,,,
246576,"Dr Jhumur Samaddar Roy","Assistant Professor","St Josephs College of Commerce","Department of Economics","Ph.D","Ranchi University",2023,"M.A","Indira Gandhi National Open University",2023,"B.Ed","Barkatullah University",2007,"MBA","Indira Gandhi National Open University",2003,"M.Phil","Barkatullah University",1996,8
509966,"Dr Jiji Vijayan","Assistant Professor","All Saints College, Thiruvananthapuram","Department of Economics","PhD","University of Kerala",,,,,,,,,,,,,,
371395,"Dr Jincy Joseph K","Assistant Professor","St. Alberts College, Ernakulam","Department of Economics","M.A, P.hD, B.Ed, PGDCA","M G University, Kottayam",2020,,,,,,,,,,,,,
384363,"Dr Jinu Sebastian","Assistant Professor (Grade-II)","St. Dominics College,Kanjirappally","Department of Economics","Ph.D","Mahatma Gandhi University, Kerala",2021,,,,,,,,,,,,,
239384,"Dr Joy Sheryl","Assistant Professor","Womens Christian College, Chennai","History","PhD","Bharathidasan University",2013,"MBA","Periyar University",2009,"M.Phil","Madurai Kamaraj University",2004,"M.A","Lady Doak College",1995,"B.A","Lady Doak College",1993,4
124367,"Prof Joyashree Roy","Professor","Jadavpur University","Department of Economics","Ph.D","",,,,,,,,,,,,,,
265487,"Dr Jyolsna  S","Assistant Professor","NSS College, Pandalam","Economics","Ph.D","MS University. Tirunelveli, Tamil Nadu.",2016,,,,,,,,,,,,,
363604,"Dr Jyoti ","Assistant Professor","Amity University, Punjab","Amity School of Social Sciences","PH.D","Govind Ballabh Pant Social Science Institute",2022,"M.Phil","Govind Ballabh Pant Social Science Institute",2018,,,,,,,,,,2
460300,"Dr Jyoti Kumari Mishra","Assistant Professor","Bundelkhand University","Department of Economics and Finance","PhD","",,,,,,,,,,,,,,
516043,"Dr Jyoti Sangwan","Assistant Professor","Vaish Mahila M., Rohtak.","Economics","Ph.D.","Department of Economics, Maharshi Dayanand University Rohtak",2020,,,,,,,,,,,,,13
250443,"Dr Jyotsna Jalan","Professor","Centre for Studies in Social Sciences, Calcutta","Department of Economics","PhD","University of California at San Diego, USA",1995,,,,,,,,,,,,,17
248347,"Dr Jyotsna Jyotsna","Associate Professor","Shyama Prasad Mukherji College for Women","Department of Economics","PhD","",,,,,,,,,,,,,,
110595,"Dr K  Angela Lalhmingsangi","Assistant Professor","Mizoram University","Department of Economics","Ph.D","Mizoram University",2015,,,,,,,,,,,,,
104397,"Dr K Arulselvam (retired)","Professor","Avinashilingam Institute for Home Science and Higher Education for Women, Coimbatore","Economics","Ph.D","Bharathiar University",1990,,,,,,,,,,,,,
111780,"Dr K Geetamma","Assistant Professor","Kannada University Hampi","Department of Development Studies","Ph.D","",,,,,,,,,,,,,,
251331,"Dr K Gowri","Assistant Professor","Nadar Mahajana Sangam S Vellaichamy Nadar College, Madurai","Department of Economics","PhD","",,,,,,,,,,,,,,
174671,"Dr K Jayanthi","Assistant Professor","Nirmala College for Women, Coimbatore","Department of Economics","Ph.D","NGM College, Pollachi",2013,"M.Phil","Gandhigram Rural Institute",2000,"M.A","Sri G.V.G.Visalakshi College for Women",1999,,,,,,,14
167630,"Dr K Lyna","Assistant Professor","National College","Department of Economics","M.A.,","MADURAI KAMARAJ UNIVERSITY",2009,,,,,,,,,,,,,4
95206,"Dr K Malathi","Assistant Professor","University of Madras","Department of Economics","PhD","",,,,,,,,,,,,,,
101089,"Dr K Prasanna Kumari","Associate Professor","St.Xaviers College, Palayamkottai","Department of Economics","Ph.D","Madurai Kamraj University",1991,,,,,,,,,,,,,
24710,"Dr K R Lakshmy Devi","Professor","University of Calicut","Department of Economics","M.A., Economics of electricity supply industry in Kerala - A study of costs and tariffs","",,,,,,,,,,,,,,
102169,"Dr K Selva Lakshmi","Assistant Professor","Fatima College","The Research Centre of Economics","Ph.D","Madurai Kamaraj University",2006,,,,,,,,,,,,,
194086,"Dr K. Merlin Salome","Assistant Professor","POPES College, Sawyerpuram - 628 251","Economics","Ph.D","Manonmaniam Sundaranar university",2013,,,,,,,,,,,,,
104395,"Dr K.T Geetha (retired)","Professor","Avinashilingam Institute for Home Science and Higher Education for Women, Coimbatore","Economics","Ph.D.","Bharathiar University",1993,,,,,,,,,,,,,
223508,"Dr KABITA KUMARI SAHU","Assistant Professor (Grade-III)","North Orissa University","Economics","Ph.D","Utkal University",2006,"M.Phil","Utkal University",1994,"M.A","Utkal University",1990,,,,,,,66
488146,"Dr KAMALIKA CHAKRABORTY","Assistant Professor","Khatra Adibasi Mahavidyalaya","Economics","Ph.D","Jadavpur University",2018,"B.Ed","Institute of Education for Women,Hastings House, Kolkata",2008,"M.Sc.","Calcutta University",2006,"B.Sc.","Asutosh College",2004,"Higher Secondary","Carmel High School",2001,11
309517,"Dr KARTHIYAYINI PERIASAMY","Assistant Professor (Grade-II)","M.V.MUTHIAH GOVERNMENT ARTS COLLEGE FOR WOMEN, DINDIGUL","ECONOMICS","Ph.D","Manonmaniam Sundaranar University",2015,"SLET","Bharathidasan University",2000,"M.Phil","Madurai Kamaraj University, Madur",1998,"M.A","Sri Meenakshi Government Arts College for Women",1996,"B A","M.V.Muthiah Government Arts College",1994,
457853,"Dr KIRAN  DEVI","Assistant Professor","Guru Jambheshwar University of Science and Technology","ECONOMICS","M.Phil, Ph.D","Kurukshetra University Kurukshetra",2017,,,,,,,,,,,,,1
498041,"Prof Kadam Anjali","Principal","SNDT Women's University","SNDT Arts and Commerce College for Women (Pune)","Ph.D.","SNDT Women's University",2014,"M. A.","Shivaji University",1995,,,,,,,,,,
36802,"Dr Kala Natarajan","Professor","Mother Teresa Women University","Department of Economics","M A, MBA, Ph D,(Economics) , Intersectoral Linkages in Textile Industry","",,,,,,,,,,,,,,
162039,"Dr Kalaiselvi Arumugam","Professor","Hindusthan College of Arts and Science","Department of Commerce CA","SET","Mother Teresa Womens University",2016,"PHD","Government Arts College Coimbatore",2014,"MBA","BHARATHIAR UNIVERSITY",2009,"B.ED","AVINASHLINGAM DEEMED UNIVERSITY",2004,"MPHIL","Bharathiar University",1993,20
338926,"Dr Kaleeswari Srinivasan","Assistant Professor","Nehru Memorial College","Department of Economics","Ph.D","Bharathidasan University",2016,"MBA","Bharathiyar University",2010,"M.Phil","Gandhigram Rural Institute",2004,"M.A.,","Sri.GVG.Visalakshi College For Women",2000,,,,10
365851,"Dr Kalpana Sahoo","Assistant Professor","Rama Devi Womens University, Bhubaneswar","Department of Economics","Ph.D.","National Institute of Technology, Rourkela",2016,,,,,,,,,,,,,23
133913,"Prof Kalpana Singh","Professor","Amity University, Noida","Amity School of Economics (Noida)","Doctor of Philosophy (Ph.D)","Banasthali University, Rajasthan",1997,"Master of Arts (M.A.)","University Department of Economics, University of Rajasthan",1980,"Bachelor of Economics (B.A.)","University Maharani College, Jaipur",1978,,,,,,,
325810,"Dr Kalpana Tokas","Assistant Professor","Narsee Monjee Institute of Management Studies, Mumbai","Department of Economics","PhD","Indian Institute of Management, Banglore",,,,,,,,,,,,,,
204662,"Dr Kamersulthana C","Assistant Professor","Shrimathi Devkunvar Nanalal Bhatt Vaishnav College for Women","BA.Economics(Aided)",,,,,,,,,,,,,,,,
248217,"Dr Kamlesh Aggarwal","Associate Professor","Shyama Prasad Mukherji College for Women","Department of Economics","Ph.D","Delhi school of economics",2002,"Ph.D","Delhi school of economics",2002,,,,,,,,,,
